date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform,ROAS,CTR,CPC,CPM
2025-08-23,Non-Branded Search,CA,Google - Display - C08,261669,12011,1722.07,6420.55,Google,3.728390831963858,4.590150151527311,0.14337440679377236,6.5811005506957265
2025-08-24,Non-Branded Search,CA,Google - Display - C08,316930,15656,1996.95,5500.84,Google,2.7546207967149905,4.939892089735904,0.12755173735309147,6.300918183826082
2025-08-25,Non-Branded Search,CA,Google - Display - C08,312186,15310,2164.39,7453.41,Google,3.443653870143551,4.904127667480284,0.14137099934683212,6.933014292761366
2025-08-26,Non-Branded Search,CA,Google - Display - C08,178512,8014,780.9,2489.06,Google,3.1874247662953,4.489334050371964,0.09744197654105316,4.37449583221296
2025-08-27,Non-Branded Search,CA,Google - Display - C08,336119,15017,3210.56,9547.37,Google,2.973739783713745,4.467762905399575,0.21379503229673036,9.551855146540364
2025-08-28,Non-Branded Search,CA,Google - Display - C08,203103,9727,1321.3,4419.78,Google,3.345023840157421,4.789195629803597,0.1358383879921867,6.505566141317459
2025-08-29,Non-Branded Search,CA,Google - Display - C08,288098,13584,1620.7,6074.63,Google,3.748152033072129,4.715062235766996,0.11930948174322734,5.62551631736423
2025-08-30,Non-Branded Search,CA,Google - Display - C08,129408,6038,854.62,2713.63,Google,3.1752474784114577,4.665863006923838,0.14154024511427626,6.604073936696341
2025-08-31,Non-Branded Search,CA,Google - Display - C08,271104,12536,2164.35,7883.12,Google,3.6422574907015965,4.624055712936733,0.1726507657945118,7.983467599150142
2025-09-01,Non-Branded Search,CA,Google - Display - C08,285790,14052,856.6,2374.23,Google,2.7716904039224843,4.916897022289094,0.060959294050668945,2.9973057139857935
2025-09-02,Non-Branded Search,CA,Google - Display - C08,165148,7640,1537.26,4327.54,Google,2.8150995927819626,4.6261535107903216,0.20121204188481676,9.308377939787343
2025-09-03,Non-Branded Search,CA,Google - Display - C08,238179,10127,1410.5,4559.57,Google,3.232591279688054,4.251844201210014,0.1392811296534018,5.9220166345479655
2025-09-04,Non-Branded Search,CA,Google - Display - C08,230955,9625,1624.44,5603.07,Google,3.4492317352441453,4.167478513130264,0.168772987012987,7.033577969734364
2025-09-05,Non-Branded Search,CA,Google - Display - C08,266230,10882,1794.74,4840.74,Google,2.6971817644895637,4.087443188220711,0.16492740305090975,6.7413139015137284
2025-09-06,Non-Branded Search,CA,Google - Display - C08,184221,8302,1218.97,4243.27,Google,3.4810290655225318,4.506543770797032,0.1468284750662491,6.616889496854322
2025-09-07,Non-Branded Search,CA,Google - Display - C08,197548,9030,1971.03,5800.45,Google,2.9428522143244904,4.5710409621965296,0.21827574750830564,9.977473829145321
2025-09-08,Non-Branded Search,CA,Google - Display - C08,167491,7754,1109.72,3407.1,Google,3.0702339328839705,4.629502480730308,0.14311581119422234,6.625550029553827
2025-09-09,Non-Branded Search,CA,Google - Display - C08,161381,6866,1265.1,4581.25,Google,3.6212552367401787,4.254528104299762,0.18425575298572675,7.839212794566893
2025-09-10,Non-Branded Search,CA,Google - Display - C08,281140,12475,1085.79,3988.15,Google,3.6730399064275785,4.43729102938038,0.0870372745490982,3.8620971757843066
2025-09-11,Non-Branded Search,CA,Google - Display - C08,174078,8336,1121.19,3765.46,Google,3.3584495045442786,4.788657957926906,0.13449976007677544,6.440733464309103
2025-09-12,Non-Branded Search,CA,Google - Display - C08,243627,11528,1746.48,6246.93,Google,3.5768689020200632,4.73182364844619,0.15149895905621097,7.168663571771602
2025-05-16,Non-Branded Search,CA,Google - Display - C09,156186,7587,1424.31,3911.18,Google,2.7460173698141555,4.857669701509739,0.18773032819296165,9.119319273174291
2025-05-17,Non-Branded Search,CA,Google - Display - C09,124932,5996,584.63,1796.97,Google,3.0736876314934234,4.799410879518458,0.09750333555703802,4.679585694617872
2025-05-18,Non-Branded Search,CA,Google - Display - C09,267381,11195,1576.39,5020.69,Google,3.1849288564378098,4.186909316667975,0.14081196962929882,5.895669475392792
2025-05-19,Non-Branded Search,CA,Google - Display - C09,138291,6626,1015.87,3443.19,Google,3.389400218531899,4.791345785336717,0.15331572592816178,7.345886572517373
2025-05-20,Non-Branded Search,CA,Google - Display - C09,158280,7690,576.2,1615.46,Google,2.8036445678583823,4.858478645438463,0.07492847854356308,3.640384129390953
2025-05-21,Non-Branded Search,CA,Google - Display - C09,282894,11489,1470.08,4874.24,Google,3.3156290814105356,4.061238485086287,0.12795543563408476,5.196575395731263
2025-05-22,Non-Branded Search,CA,Google - Display - C09,223311,10754,849.37,2763.48,Google,3.2535644065601566,4.815705451142129,0.07898177422354473,3.8035296066920123
2025-05-23,Non-Branded Search,CA,Google - Display - C09,163099,7666,729.43,2370.11,Google,3.2492631232606284,4.700212754216764,0.09515131750587007,4.472314361216194
2025-05-24,Non-Branded Search,CA,Google - Display - C09,361995,17125,2361.27,8713.62,Google,3.690226022437079,4.730728324976864,0.1378843795620438,6.522935399660216
2025-05-25,Non-Branded Search,CA,Google - Display - C09,240104,10308,1493.75,4222.59,Google,2.8268384937238493,4.293139639489555,0.14491171905316258,6.221262452937061
2025-05-26,Non-Branded Search,CA,Google - Display - C09,301173,13543,2356.23,7848.96,Google,3.3311518824562967,4.496751036779526,0.17398139260134388,7.8235100756043865
2025-05-27,Non-Branded Search,CA,Google - Display - C09,170523,7345,1380.04,4775.72,Google,3.460566360395351,4.307336840191646,0.18788835942818244,8.092984524081794
2025-05-28,Non-Branded Search,CA,Google - Display - C09,112238,5230,758.08,2555.69,Google,3.3712668847615026,4.659740907713965,0.14494837476099426,6.754218713804594
2025-05-29,Non-Branded Search,CA,Google - Display - C09,178381,8127,1405.03,3978.36,Google,2.8315124943951377,4.555978495467566,0.17288421311677124,7.876567571658416
2025-05-30,Non-Branded Search,CA,Google - Display - C09,245299,10211,1635.44,5506.35,Google,3.3668920902020254,4.162674939563553,0.1601645284497111,6.667128687846262
2025-05-31,Non-Branded Search,CA,Google - Display - C09,153812,7045,1091.29,3570.06,Google,3.271412731721174,4.58026681923387,0.154902767920511,7.094960081138012
2025-06-01,Non-Branded Search,CA,Google - Display - C09,238837,10797,1150.57,4120.56,Google,3.581320562851457,4.520656347215883,0.10656386033157358,4.8173859159175505
2025-06-02,Non-Branded Search,CA,Google - Display - C09,409949,16939,2449.24,8686.11,Google,3.546451144028352,4.131977392309775,0.14459177047051183,5.97449926698199
2025-06-03,Non-Branded Search,CA,Google - Display - C09,419810,19671,3597.1,13582.96,Google,3.7760862917350084,4.685691145994617,0.1828630979614661,8.56839999047188
2025-06-04,Non-Branded Search,CA,Google - Display - C09,212051,10298,954.01,3259.49,Google,3.416620370855651,4.856378889984013,0.09264031850844824,4.498964871658233
2025-06-05,Non-Branded Search,CA,Google - Display - C09,165456,8187,1237.69,3995.41,Google,3.2281185110972856,4.9481433130258194,0.15117747648711372,7.480478193598298
2025-06-06,Non-Branded Search,CA,Google - Display - C09,261100,12011,1037.28,2808.48,Google,2.7075428042572884,4.600153198008426,0.0863608359004246,3.9727307545001915
2025-06-07,Non-Branded Search,CA,Google - Display - C09,214783,10609,1028.42,3343.89,Google,3.2514828571984205,4.939403956551496,0.09693844848713357,4.7881815599931095
2025-06-08,Non-Branded Search,CA,Google - Display - C09,226184,10496,1499.9,4006.22,Google,2.670991399426628,4.6404697060800055,0.14290205792682928,6.631326707459414
2025-06-09,Non-Branded Search,CA,Google - Display - C09,113894,5267,1142.1,4027.37,Google,3.526284913755363,4.624475389397159,0.21684070628441235,10.027745096317629
2025-06-10,Non-Branded Search,CA,Google - Display - C09,114228,5629,710.66,2559.31,Google,3.6013142712408186,4.927863571103408,0.12624977793569017,6.221416815491823
2025-06-11,Non-Branded Search,CA,Google - Display - C09,271220,11271,869.84,2929.11,Google,3.3674123976823322,4.1556669862104565,0.07717505101588147,3.2071381166580637
2025-06-12,Non-Branded Search,CA,Google - Display - C09,107500,4671,570.55,2114.21,Google,3.705564805889055,4.345116279069767,0.12214729180047099,5.307441860465116
2025-06-13,Non-Branded Search,CA,Google - Display - C09,258055,10917,2355.21,6339.15,Google,2.691543429248347,4.230493499447792,0.21573784006595217,9.126775299839181
2025-06-14,Non-Branded Search,CA,Google - Display - C09,189466,8317,1524.56,5598.62,Google,3.6722857742561787,4.3897058047354145,0.18330648070217626,8.046615223839632
2025-06-15,Non-Branded Search,CA,Google - Display - C09,125687,6012,932.99,3022.96,Google,3.2400775999742764,4.783310923166278,0.15518795741849634,7.423122518637568
2025-06-16,Non-Branded Search,CA,Google - Display - C09,129431,5704,1135.65,3983.06,Google,3.5072953814995813,4.40698132595746,0.19909712482468445,8.774173111542058
2025-06-17,Non-Branded Search,CA,Google - Display - C09,215505,9388,2211.73,7316.55,Google,3.3080665361504344,4.356279436672003,0.23559118023008097,10.263010138975895
2025-06-18,Non-Branded Search,CA,Google - Display - C09,124751,6095,595.66,1782.39,Google,2.992294261827217,4.885732378898766,0.0977292863002461,4.774791384437799
2025-06-19,Non-Branded Search,CA,Google - Display - C09,195985,9129,1536.52,4793.33,Google,3.119601437013511,4.658009541546547,0.16831197283382626,7.839987754164858
2025-06-20,Non-Branded Search,CA,Google - Display - C09,129379,6063,777.77,2134.81,Google,2.7447831621173355,4.6862319232642085,0.12828137885535212,6.011562927523014
2025-06-21,Non-Branded Search,CA,Google - Display - C09,180272,7975,1121.08,3629.44,Google,3.237449602169337,4.423870595544511,0.1405742946708464,6.218824886837667
2025-06-22,Non-Branded Search,CA,Google - Display - C09,102088,4959,472.66,1288.52,Google,2.726103330089282,4.857573857848132,0.09531357128453317,4.629927121698927
2025-06-23,Non-Branded Search,CA,Google - Display - C09,86860,3759,379.87,1389.63,Google,3.6581725327085586,4.327653695602118,0.1010561319499867,4.373359428966153
2025-06-24,Non-Branded Search,CA,Google - Display - C09,177409,8643,1036.51,3060.26,Google,2.9524654851376257,4.871793426489073,0.11992479463149369,5.842488261587631
2025-06-25,Non-Branded Search,CA,Google - Display - C09,231167,10650,1675.59,5689.1,Google,3.39528166198175,4.607058966028888,0.15733239436619717,7.248396181115816
2025-06-26,Non-Branded Search,CA,Google - Display - C09,121317,5252,1153.76,3740.05,Google,3.2416187075301623,4.329154199329031,0.21968012185833968,9.510291220521443
2025-06-27,Non-Branded Search,CA,Google - Display - C09,135127,6423,1421.48,4177.96,Google,2.939162000168838,4.753306149030172,0.22131091390316052,10.519585279033798
2025-06-28,Non-Branded Search,CA,Google - Display - C09,346912,14413,3140.03,11488.05,Google,3.658579695098454,4.154655935799281,0.21786095885658782,9.051373258924455
2025-06-29,Non-Branded Search,CA,Google - Display - C09,119476,5077,888.96,2926.88,Google,3.2924766018718503,4.24938899862734,0.1750955288556234,7.44049014027922
2025-06-30,Non-Branded Search,CA,Google - Display - C09,118360,5822,394.44,1275.66,Google,3.234104046242775,4.9188915174045285,0.0677499141188595,3.3325447786414326
2025-07-01,Non-Branded Search,CA,Google - Display - C09,120747,5781,596.94,1775.92,Google,2.9750393674406137,4.787696588735124,0.10325895173845356,4.94372530994559
2025-07-02,Non-Branded Search,CA,Google - Display - C09,173497,8422,1590.07,5814.32,Google,3.6566440471174224,4.8542626097281225,0.18879957254808832,9.164827057528372
2025-07-03,Non-Branded Search,CA,Google - Display - C09,149283,6460,1165.29,3534.74,Google,3.03335650353131,4.327351406389207,0.18038544891640867,7.8059122606056945
2025-07-04,Non-Branded Search,CA,Google - Display - C09,307951,12530,3250.69,10299.54,Google,3.168416551562899,4.068829131907349,0.2594325618515563,10.555867654269672
2025-07-05,Non-Branded Search,CA,Google - Display - C09,186726,8451,678.07,2252.78,Google,3.3223413511879305,4.5258828443816075,0.08023547509170513,3.6313636022835603
2025-07-06,Non-Branded Search,CA,Google - Display - C09,167898,7659,616.51,1938.25,Google,3.1439068303839353,4.561698173891291,0.08049484266875571,3.671931768097297
2025-07-07,Non-Branded Search,CA,Google - Display - C09,369342,17470,1630.39,5629.39,Google,3.452787369893093,4.73003341076834,0.09332512879221523,4.414309772514364
2025-07-08,Non-Branded Search,CA,Google - Display - C09,117332,5231,489.9,1432.57,Google,2.9242090222494386,4.458289298742031,0.09365322118141846,4.175331537858384
2025-07-09,Non-Branded Search,CA,Google - Display - C09,218082,10435,2156.13,6031.21,Google,2.7972385709581515,4.78489742390477,0.20662482031624343,9.886785704459792
2025-07-10,Non-Branded Search,CA,Google - Display - C09,236752,11434,1485.79,5073.49,Google,3.4146750213691033,4.829526255322024,0.12994490117194332,6.27572311955126
2025-07-11,Non-Branded Search,CA,Google - Display - C09,324246,13472,1141.09,3693.34,Google,3.236677212139271,4.154870067788038,0.08470086104513064,3.5192107227228706
2025-07-12,Non-Branded Search,CA,Google - Display - C09,233257,11473,2409.52,7457.47,Google,3.0950023241143465,4.918609087830161,0.21001656062058746,10.329893636632555
2025-07-13,Non-Branded Search,CA,Google - Display - C09,185124,8984,1405.92,4797.48,Google,3.412342096278593,4.852963419113675,0.15649154051647374,7.594477215271926
2025-07-14,Non-Branded Search,CA,Google - Display - C09,252246,12113,2419.29,7499.56,Google,3.09990121068578,4.802058308159495,0.19972673986625938,9.590994505363811
2025-07-15,Non-Branded Search,CA,Google - Display - C09,201923,9039,1251.22,3813.86,Google,3.048113041671329,4.476458848174799,0.1384246044916473,6.196520455817317
2025-07-16,Non-Branded Search,CA,Google - Display - C09,238158,10322,1900.68,6883.72,Google,3.6217143338173705,4.334097531890594,0.18413873280372023,7.980752273700653
2025-07-17,Non-Branded Search,CA,Google - Display - C09,285560,13814,1717.81,5583.86,Google,3.2505690384850476,4.837512256618575,0.12435283046185029,6.015583415044124
2025-07-18,Non-Branded Search,CA,Google - Display - C09,112516,5538,817.66,2767.08,Google,3.3841449991438983,4.9219666536314834,0.1476453593355002,7.267055352127698
2025-07-19,Non-Branded Search,CA,Google - Display - C09,217912,9540,935.95,3349.6,Google,3.5788236551097814,4.377914020338485,0.09810796645702306,4.295082418590991
2025-07-20,Non-Branded Search,CA,Google - Display - C09,215171,8925,1831.64,5757.89,Google,3.1435707890196762,4.147863792053761,0.20522577030812325,8.512485418574064
2025-07-21,Non-Branded Search,CA,Google - Display - C09,254382,11692,1049.83,3680.65,Google,3.5059485821513965,4.5962371551446255,0.089790455011974,4.126982255033768
2025-07-22,Non-Branded Search,CA,Google - Display - C09,50882,2156,369.39,1210.43,Google,3.276834781667073,4.237254824888959,0.17133116883116883,7.259738217837349
2025-07-23,Non-Branded Search,CA,Google - Display - C09,141500,5828,1087.44,3857.99,Google,3.547772750680497,4.118727915194347,0.1865888812628689,7.685088339222615
2025-07-24,Non-Branded Search,CA,Google - Display - C09,120534,5360,946.54,3023.27,Google,3.194022439622203,4.44687805930277,0.17659328358208953,7.852887981814259
2025-07-25,Non-Branded Search,CA,Google - Display - C09,107417,4608,518.31,1784.66,Google,3.443228955644306,4.289823770911495,0.11248046874999999,4.825213886070175
2025-07-26,Non-Branded Search,CA,Google - Display - C09,200250,9596,698.01,2162.86,Google,3.0986089024512546,4.7920099875156055,0.0727396832013339,3.485692883895131
2025-07-27,Non-Branded Search,CA,Google - Display - C09,322218,14566,3303.79,9821.42,Google,2.9727736932432145,4.5205419933088775,0.2268151860497048,10.253275732578565
2025-07-28,Non-Branded Search,CA,Google - Display - C09,291610,12281,1083.5,4080.2,Google,3.765759113982464,4.2114467953773875,0.0882257145183617,3.7155790267823465
2025-07-29,Non-Branded Search,CA,Google - Display - C09,207231,9501,749.78,2445.38,Google,3.2614633625863587,4.584738769778653,0.07891590358909588,3.618088027370422
2025-07-30,Non-Branded Search,CA,Google - Display - C09,363839,16275,1627.59,5388.76,Google,3.310882961925301,4.473132346999634,0.10000552995391705,4.473379709157072
2025-07-31,Non-Branded Search,CA,Google - Display - C09,208765,10119,1347.17,4390.55,Google,3.2590912802393164,4.847076856752809,0.13313272062456766,6.453045290158792
2025-08-01,Non-Branded Search,CA,Google - Display - C09,181186,7586,670.43,2100.69,Google,3.133347254746954,4.186857704237634,0.0883772739256525,3.70023070215138
2025-08-02,Non-Branded Search,CA,Google - Display - C09,136646,6721,1124.63,3640.66,Google,3.2372069036038513,4.918548658577639,0.16733075435203096,8.230244573569664
2025-08-03,Non-Branded Search,CA,Google - Display - C09,248477,11535,2130.48,7794.98,Google,3.658790507303518,4.64228077447812,0.18469700910273082,8.574153744612177
2025-08-04,Non-Branded Search,CA,Google - Display - C09,119536,5456,729.85,1961.86,Google,2.6880317873535655,4.564315352697095,0.1337701612903226,6.105692009101861
2025-08-05,Non-Branded Search,CA,Google - Display - C09,173590,7116,1359.32,4415.79,Google,3.248528676102757,4.09931447664036,0.19102304665542438,7.83063540526528
2025-08-06,Non-Branded Search,CA,Google - Display - C09,186489,8369,1156.07,4150.83,Google,3.590465975243714,4.487664151773027,0.13813717289998803,6.199132388505488
2025-08-07,Non-Branded Search,CA,Google - Display - C09,304100,13523,2054.18,5931.09,Google,2.8873273033521896,4.446892469582374,0.15190268431561044,6.754949029924367
2025-08-08,Non-Branded Search,CA,Google - Display - C09,230471,9371,931.38,2891.55,Google,3.1045867422534306,4.0660213215545555,0.09938960623199232,4.041202580801923
2025-08-09,Non-Branded Search,CA,Google - Display - C09,183591,8710,1827.48,5236.85,Google,2.865612756363955,4.744241275443786,0.20981400688863375,9.95408271647303
2025-08-10,Non-Branded Search,CA,Google - Display - C09,182256,7777,985.95,2642.88,Google,2.680541609615092,4.267074883680098,0.1267776777677768,5.409698446141691
2025-08-11,Non-Branded Search,CA,Google - Display - C09,200439,9072,807.04,2781.39,Google,3.446409099920698,4.526065286695704,0.08895943562610228,4.026362135113426
2025-08-12,Non-Branded Search,CA,Google - Display - C09,119371,5541,522.94,1370.35,Google,2.6204727119746045,4.641830930460497,0.09437646634181557,4.380796005730035
2025-08-13,Non-Branded Search,CA,Google - Display - C09,186233,9076,1500.23,4344.24,Google,2.8957159902148337,4.873464960560159,0.16529638607316,8.055661456347694
2025-08-14,Non-Branded Search,CA,Google - Display - C09,187403,9090,741.71,2465.75,Google,3.3244125062355905,4.850509330160136,0.0815962596259626,3.9578341862190043
2025-08-15,Non-Branded Search,CA,Google - Display - C09,173960,7132,725.36,2223.28,Google,3.0650711370905483,4.099793055874914,0.10170499158721256,4.169694182570706
2025-08-16,Non-Branded Search,CA,Google - Display - C09,167173,7408,615.21,2278.02,Google,3.7028331789145166,4.431337596382191,0.08304670626349893,3.6800799172115117
2025-08-17,Non-Branded Search,CA,Google - Display - C09,193127,9102,1475.17,4838.38,Google,3.2798796070961314,4.712960901375779,0.16207097341243684,7.638341609407282
2025-08-18,Non-Branded Search,CA,Google - Display - C09,198793,8628,1005.62,2820.93,Google,2.8051649728525683,4.34019306514817,0.11655308298562819,5.0586288249586255
2025-08-19,Non-Branded Search,CA,Google - Display - C09,158631,6984,1179.57,4244.95,Google,3.5987266546283814,4.4026703481665,0.1688960481099656,7.435936229362483
2025-08-20,Non-Branded Search,CA,Google - Display - C09,130355,6087,424.97,1501.24,Google,3.532578770266136,4.669556211882935,0.06981600131427633,3.260097426259062
2025-08-21,Non-Branded Search,CA,Google - Display - C09,164898,7827,786.43,2318.99,Google,2.948755769744287,4.746570607284503,0.10047655551296793,4.769190651190432
2025-08-22,Non-Branded Search,CA,Google - Display - C09,215884,10000,1960.44,7044.85,Google,3.5935045193936057,4.632117248151785,0.196044,9.080987937966686
2025-08-23,Non-Branded Search,CA,Google - Display - C09,133639,6516,842.93,2913.28,Google,3.4561351476397806,4.87582217765772,0.12936310620012276,6.3075150218124945
2025-08-24,Non-Branded Search,CA,Google - Display - C09,162661,7936,691.74,1925.63,Google,2.7837482291034203,4.878858484824267,0.0871648185483871,4.25264814552966
2025-08-25,Non-Branded Search,CA,Google - Display - C09,181111,8073,1482.91,4171.98,Google,2.8133737044055267,4.457487397231532,0.1836876006441224,8.187851648988742
2025-08-26,Non-Branded Search,CA,Google - Display - C09,214745,10587,1871.27,6117.35,Google,3.2690899763262387,4.9300332953037325,0.17675167658449042,8.713916505622949
2025-08-27,Non-Branded Search,CA,Google - Display - C09,92083,4114,438.11,1535.63,Google,3.5051242838556527,4.467708480392689,0.10649246475449685,4.757772878815851
2025-08-28,Non-Branded Search,CA,Google - Display - C09,241129,10846,1357.59,4501.32,Google,3.3156696793582747,4.498007290703317,0.12516964779642265,5.630139883630753
2025-08-29,Non-Branded Search,CA,Google - Display - C09,181968,8728,1524.24,4734.68,Google,3.1062562326142866,4.796447727072891,0.1746379468377635,8.376417831706675
2025-08-30,Non-Branded Search,CA,Google - Display - C09,278931,11695,1512.44,4778.56,Google,3.1595038480865356,4.192793199751909,0.12932364258230014,5.4222728918621454
2025-08-31,Non-Branded Search,CA,Google - Display - C09,162331,7135,1466.54,4297.15,Google,2.9301280565139716,4.395340384769391,0.20554169586545198,9.034257165914088
2025-09-01,Non-Branded Search,CA,Google - Display - C09,196082,9247,1630.25,4718.58,Google,2.8943904309155037,4.715884170908089,0.17630042175840813,8.314123682948969
2025-09-02,Non-Branded Search,CA,Google - Display - C09,120707,5317,1096.58,4006.12,Google,3.6532856699921576,4.404881241353029,0.20624036110588675,9.084642978451953
2025-09-03,Non-Branded Search,CA,Google - Display - C09,188665,8530,1958.76,5499.39,Google,2.8075874532867733,4.521241353722206,0.22963188745603752,10.382211856995204
2025-09-04,Non-Branded Search,CA,Google - Display - C09,166673,8090,1512.74,4212.75,Google,2.7848473630630513,4.85381555500891,0.18698887515451174,9.07609510838588
2025-09-05,Non-Branded Search,CA,Google - Display - C09,232304,9590,1549.84,5238.09,Google,3.3797617818613537,4.128211309318823,0.16161001042752868,6.671602727460569
2025-09-06,Non-Branded Search,CA,Google - Display - C09,168039,7612,725.47,2405.53,Google,3.3158228458792234,4.529900796838829,0.09530609563846558,4.317271585762829
2025-09-07,Non-Branded Search,CA,Google - Display - C09,201869,9939,1392.3,5008.06,Google,3.596969044027868,4.923489986080082,0.14008451554482343,6.897047094898176
2025-09-08,Non-Branded Search,CA,Google - Display - C09,174839,7345,1389.32,4734.26,Google,3.4076094780180237,4.201007784304417,0.1891518039482641,7.946282008018805
2025-09-09,Non-Branded Search,CA,Google - Display - C09,127603,6041,1291.99,4796.88,Google,3.71278415467612,4.734214712820232,0.2138702201622248,10.125075429261068
2025-09-10,Non-Branded Search,CA,Google - Display - C09,301995,13389,2535.05,7277.84,Google,2.8708861758150723,4.433517111210451,0.18933826275300622,8.394344277223134
2025-09-11,Non-Branded Search,CA,Google - Display - C09,187398,8656,1311.23,4276.51,Google,3.2614491736766245,4.6190460944086915,0.15148220887245842,6.997033052647307
2025-09-12,Non-Branded Search,CA,Google - Display - C09,314713,12869,2158.11,6415.38,Google,2.9726844322115182,4.089122470314223,0.16769834485974047,6.857390702004684
2025-05-16,Non-Branded Search,NY,Google - Non-Branded Search - C10,295552,14599,907.29,3159.27,Google,3.482095030254935,4.939570701602426,0.06214740735666826,3.069815125595496
2025-05-17,Non-Branded Search,NY,Google - Non-Branded Search - C10,294394,14245,1191.83,3572.58,Google,2.9975583766141147,4.83875350720463,0.08366654966654966,4.048418106347277
2025-05-18,Non-Branded Search,NY,Google - Non-Branded Search - C10,196940,9139,1277.69,4810.32,Google,3.7648568901689763,4.640499644561795,0.13980632454316666,6.487711993500559
2025-05-19,Non-Branded Search,NY,Google - Non-Branded Search - C10,189554,8819,1227.48,3803.35,Google,3.098502623260664,4.652500079133123,0.13918584873568432,6.475621722569822
2025-05-20,Non-Branded Search,NY,Google - Non-Branded Search - C10,104885,4410,1021.5,2731.8,Google,2.674302496328928,4.204605043619202,0.2316326530612245,9.739238213281213
2025-05-21,Non-Branded Search,NY,Google - Non-Branded Search - C10,118536,5359,1137.13,3438.33,Google,3.0236912226394517,4.520989404062901,0.21219070722149658,9.593119389889992
2025-05-22,Non-Branded Search,NY,Google - Non-Branded Search - C10,120471,5434,761.4,2184.66,Google,2.869267139479905,4.510629114060645,0.14011777695988223,6.320193241527007
2025-05-23,Non-Branded Search,NY,Google - Non-Branded Search - C10,128193,5239,630.95,1886.54,Google,2.9899992075441792,4.086806611905486,0.12043328879557168,4.921875609432653
2025-05-24,Non-Branded Search,NY,Google - Non-Branded Search - C10,248221,11380,1923.29,5692.41,Google,2.9597252624409216,4.58462418570548,0.169006151142355,7.748296880602366
2025-05-25,Non-Branded Search,NY,Google - Non-Branded Search - C10,264951,12742,1955.77,6627.29,Google,3.388583524647581,4.809191133454865,0.15349003296185842,7.381629055938645
2025-05-26,Non-Branded Search,NY,Google - Non-Branded Search - C10,218759,10210,1974.89,6199.61,Google,3.139217880489546,4.667236547982026,0.1934270323212537,9.027697146174559
2025-05-27,Non-Branded Search,NY,Google - Non-Branded Search - C10,311317,14309,1719.85,6577.87,Google,3.82467657063116,4.596279676342763,0.12019358445733454,5.524433294680342
2025-05-28,Non-Branded Search,NY,Google - Non-Branded Search - C10,201123,9768,1155.31,3213.5,Google,2.7815045312513527,4.856729464059307,0.11827497952497952,5.744295779199793
2025-05-29,Non-Branded Search,NY,Google - Non-Branded Search - C10,192166,9292,1723.65,4984.44,Google,2.8917935775824555,4.8354027247275795,0.18549827808867844,8.9695887930227
2025-05-30,Non-Branded Search,NY,Google - Non-Branded Search - C10,183045,7908,1047.32,2948.55,Google,2.815328648359623,4.320249119069081,0.13243803743045016,5.721653145401404
2025-05-31,Non-Branded Search,NY,Google - Non-Branded Search - C10,336921,16316,1695.99,5626.39,Google,3.3174664944958403,4.842678253952707,0.10394643294925227,5.033791304192971
2025-06-01,Non-Branded Search,NY,Google - Non-Branded Search - C10,759662,33447,7294.45,24136.26,Google,3.308852620828164,4.402879175212133,0.2180898137351631,9.602230992204428
2025-06-02,Non-Branded Search,NY,Google - Non-Branded Search - C10,373097,18370,2154.47,6264.58,Google,2.9077128017563485,4.923652562202323,0.11728198149156231,5.774557286710962
2025-06-03,Non-Branded Search,NY,Google - Non-Branded Search - C10,303097,13593,2012.17,7020.78,Google,3.489158470705755,4.484702916887993,0.14802986831457368,6.638699822169141
2025-06-04,Non-Branded Search,NY,Google - Non-Branded Search - C10,265400,12174,2131.77,7153.3,Google,3.3555683774516014,4.5870384325546345,0.1751084277969443,8.032290881688018
2025-06-05,Non-Branded Search,NY,Google - Non-Branded Search - C10,190259,8217,1655.03,5274.03,Google,3.186667311166565,4.318849568220163,0.2014153584033102,8.698826336730457
2025-06-06,Non-Branded Search,NY,Google - Non-Branded Search - C10,243496,10059,2125.66,7025.2,Google,3.3049499920024843,4.1310740217498445,0.2113192166219306,8.729753260833853
2025-06-07,Non-Branded Search,NY,Google - Non-Branded Search - C10,193782,8484,792.05,2824.69,Google,3.5663026324095704,4.378115614453355,0.09335808580858085,4.087324932140239
2025-06-08,Non-Branded Search,NY,Google - Non-Branded Search - C10,420012,17769,1816.5,6799.6,Google,3.743242499311864,4.230593411616811,0.1022286003714334,4.324876432101941
2025-06-09,Non-Branded Search,NY,Google - Non-Branded Search - C10,289519,13083,2072.27,6620.47,Google,3.1947912192909227,4.518874408933438,0.1583940992127188,7.157630414584189
2025-06-10,Non-Branded Search,NY,Google - Non-Branded Search - C10,170707,6977,1426.07,4388.67,Google,3.077457628307166,4.087120036085222,0.20439587215135444,8.353904643629141
2025-06-11,Non-Branded Search,NY,Google - Non-Branded Search - C10,229915,9599,2026.14,6037.84,Google,2.9799717689794387,4.175021203488246,0.21107823731638714,8.8125611639084
2025-06-12,Non-Branded Search,NY,Google - Non-Branded Search - C10,207340,8430,1630.51,5623.75,Google,3.4490742160428334,4.065785666055754,0.19341755634638197,7.86394328156651
2025-06-13,Non-Branded Search,NY,Google - Non-Branded Search - C10,230330,11286,1989.52,7478.18,Google,3.75878603884354,4.899926192853732,0.17628211944001418,8.637693743758954
2025-06-14,Non-Branded Search,NY,Google - Non-Branded Search - C10,225715,10644,2119.39,7410.15,Google,3.4963598016410384,4.715681279489622,0.1991159338594513,9.389672817491084
